,strain,up_strain_armchair,up_strain_zigzag,bottom_stress_armchair,bottom_stress_zigzag,total_stress_armchair,total_stress_zigzag
222,0.0444,0.00557247473227962,0.00557247473227962,0.21186564679190173,0.16043553670944763,1.5583050317377354,1.2273692869802344
223,0.0446,0.005764688921944261,0.005764688921944261,0.22534984490931934,0.17245005821894346,1.6998962912884674,1.3491725218649335
224,0.0448,0.004963176152201543,0.004963176152201543,-0.12070157039879371,-0.13557303605646898,-0.18419813867924642,0.3603841300153479
225,0.045,0.005154946240500724,0.005154946240500724,-0.10021829645268629,-0.09471038923631998,-0.04798545420327031,0.532155269776491
226,0.0452,0.0053436844673808714,0.0053436844673808714,-0.07923551453478232,-0.09721256913374719,0.0719559043104081,0.6329066742788062
227,0.0454,0.0054281086223679775,0.0054281086223679775,-0.014521259869965402,-0.09919948655203223,0.281709395400671,0.8752145403657641
228,0.0456,0.005616967783955706,0.005616967783955706,-0.005336472178623351,-0.09197358459867616,0.4224137679615261,1.0046933251209953
229,0.0458,0.005807523267153281,0.005807523267153281,0.0049275734799358,-0.09732814250453757,0.5505380590289043,1.108720541996392
230,0.046,0.005999412267839732,0.005999412267839732,0.02744653346005802,-0.07416171375488738,0.6922625983901394,1.2624856275349787
231,0.0462,0.0061553893230215095,0.0061553893230215095,-0.020902206262631815,-0.1433023817287605,0.773457343841845,1.3376256460470706
232,0.0464,0.006345053772240261,0.006345053772240261,0.023520393192025306,-0.02319213281723416,0.9341302288735378,1.5032993762338804
233,0.0466,0.006536705352615746,0.006536705352615746,0.044051759471741295,-0.03269591958233223,1.0648230240729541,1.6490927855017912
234,0.0468,0.005966060174378729,0.005966060174378729,0.09756648013172886,0.16790035364791636,0.5801088991352134,1.3005681260956055
235,0.047,0.006157750178825028,0.006157750178825028,0.18434168281246613,0.04793104038519556,0.46860391501231413,0.872781600236406
236,0.0472,0.006348306875414433,0.006348306875414433,0.19937079665125698,0.0758300397897551,0.5929847650543738,1.0120315516053124
237,0.0474,0.006540197089492494,0.006540197089492494,0.22050321039369933,0.08781189656687471,0.7317247013659058,1.1581248280362095
238,0.0476,0.006688488521584768,0.006688488521584768,0.17987565109759923,0.2013135297366315,0.6956464201496682,1.2960917279306083
239,0.0478,0.0068784389267833035,0.0068784389267833035,0.19994874648551875,0.13760921616216953,0.8239905935453959,1.3405493064296259
240,0.048,0.007069844188641872,0.007069844188641872,0.217014828968006,0.09562064392472815,0.961478454396,1.4570191096073302
241,0.0482,0.006394080459807938,0.006394080459807938,0.12272999563124462,0.09429075649123586,0.32742248708890825,0.8426155027013182
242,0.0484,0.006578409221215109,0.006578409221215109,0.11511469393993344,0.10496399984968711,0.5091669628177906,0.9647647588689381
243,0.0486,0.006768076906144893,0.006768076906144893,0.1356285774705296,0.1209490870501365,0.642358907277541,1.1179493780585001
244,0.0488,0.006959847398908314,0.006959847398908314,0.1606802089117881,0.1308265264239949,0.7852187703776382,1.2387878419090066
245,0.049,0.00698226764199239,0.00698226764199239,0.16811012243873438,-0.13444299844816718,0.61912977851994,0.8683051300689446
246,0.0492,0.007161417647582713,0.007161417647582713,0.1347249326674144,0.06670028117391961,0.7806339657269812,1.1924266629816058
247,0.0494,0.006371955879836966,0.006371955879836966,-0.010803746303614997,0.09123422810971021,0.5630866774059562,0.6893585079137016
248,0.0496,0.006551471116331253,0.006551471116331253,-0.019189689036702318,0.10633798912921301,0.6555856512862909,0.8367056645505452
249,0.0498,0.006741824772041438,0.006741824772041438,-0.006577186662042428,0.0648607978015822,0.7941517256465599,0.9271991160885716
250,0.05,0.006932989782341359,0.006932989782341359,0.011777148068357519,0.09999665364367262,0.932618400121061,1.1016295734038068
